Address,Price,Til salg,energyL,timeOnMarketB,timeOnMarketA,pay,sqmPr,sqm,floor,rooms,fees,built,renov,floorLvl,garage,toil,varme,oWall,area,roof,roofType,value,lastPrice,Til leje,depo,size,period,from
"https://www.boligsiden.dk/adresse/stationsparken-14-3600-frederikssund-02501159__14_______?udbud=3a78940b-ca8c-4e7c-b912-67c158e323ea
",2.995.000 kr.," Stationsparken 14, Frederikssund - Rækkehus på 87 m² - Boligsiden",D,25,25,150000,33938,157,,3,3861,1997,,1-,,1,centralvarme med én fyringsenhed,,88.25,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/frederikshaabvej-54-7183-randboel-06300638__54_______?udbud=770bd1e0-451f-4407-aa2b-5494bcc1f246
",2.195.000 kr.," Frederikshåbvej 54, Randbøl - Villa på 198 m² - Boligsiden",B,25,25,110000,10768,2218,,9,1619,1973,,1-,,2,centralvarme med én fyringsenhed,,203.85,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/valleroedvaenge-23-2960-rungsted-kyst-02239260__23_______?udbud=eb5a997e-f119-48b5-9e01-bb7b69e57099
",9.995.000 kr.," Vallerødvænge 23, Rungsted Kyst - Villa på 216 m² - Boligsiden",E,116,25,500000,47035,1266,,6,7982,1979,,1-,,2,elvarme,,212.5,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/fredensvej-2-2-th-8260-viby-j-07512213___2__2__th?udbud=cc283905-1f6c-4f1e-9745-6efa5bf35571
",2.795.000 kr.," Fredensvej 2, 2. th., Viby J - Ejerlejlighed på 112 m² - Boligsiden",D,25,25,140000,24955,,2,4,2918,1935,1988,3-2,,1,fjernvarme/blokvarme,,,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/strandlunden-20-4534-hoerve-03062872__20_______?udbud=b485f982-fc37-429f-a9a8-aa48def048de
",2.475.000 kr.," Strandlunden 20, Starreklinte, Hørve - Fritidsbolig på 81 m² - Boligsiden",,25,25,125000,30556,1038,,4,2308,2021,,1-,,1,varmepumpe,,81,,Betontagsten,,,,,,,
"https://www.boligsiden.dk/adresse/moelholmvej-3-7100-vejle-06301630___3_______?udbud=098c46e5-2da6-4e8e-80d3-9a88d83324c8
",1.995.000 kr.," Mølholmvej 3, Vejle - Villa på 172 m² - Boligsiden",D,25,25,100000,12988,921,,6,3312,1910,,2-,,2,fjernvarme/blokvarme,,153.6,,Betontagsten,,,,,,,
"https://www.boligsiden.dk/adresse/falkebakken-14-3310-oelsted-02600314__14_______?udbud=172be1f0-ad25-4821-9f94-b538392992af
",1.095.000 kr.," Falkebakken 14, Ølsted - Fritidsbolig på 49 m² - Boligsiden",,25,25,55000,21683,1210,,3,1352,1969,,1-,,1,elvarme,,50.5,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/neergaardsparken-41-0-mf-4000-roskilde-02655711__41_st__mf?udbud=f8c13b6d-6398-4f95-8c7f-49de179df6d6
",1.350.000 kr.," Neergårdsparken 41, st. mf., Roskilde - Ejerlejlighed på 39 m² - Boligsiden",C,25,25,70000,34615,,0,1,2220,1968,2005,3-0,,1,fjernvarme/blokvarme,,,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/stillidsvej-7-2650-hvidovre-01677736___7_______?udbud=9170dd79-d754-4ad7-9683-e23f7c8aacca
",3.995.000 kr.," Stillidsvej 7, Hvidovre - Villa på 92 m² - Boligsiden",F,25,25,200000,27782,841,,3,6948,1933,,1-,,1,centralvarme med én fyringsenhed,,143.8,,Metal,,,,,,,
"https://www.boligsiden.dk/adresse/skolehaven-3-4070-kirke-hyllinge-03500958___3_______?udbud=166fb630-5fa0-4f7d-a01c-5daf4d9ed1d9
",1.150.000 kr.," Skolehaven 3, Lyndby, Kirke Hyllinge - Helårsgrund på 672 m² - Boligsiden",,25,25,60000,1711,672,,,1693,,,,,,,,,,,,,,,,,
"https://www.boligsiden.dk/adresse/skolehaven-4-4070-kirke-hyllinge-03500958___4_______?udbud=1c17e94f-a1b3-4e4a-a67a-f61f5761e456
",1.245.000 kr.," Skolehaven 4, Lyndby, Kirke Hyllinge - Helårsgrund på 667 m² - Boligsiden",,25,25,65000,1867,667,,,1693,,,,,,,,,,,,,,,,,
"https://www.boligsiden.dk/adresse/borthigsgade-15-2-2100-koebenhavn-oe-01010756__15__2____?udbud=6e768c75-5f6e-4a8a-9736-202575519692
",5.995.000 kr.," Borthigsgade 15, 2., København Ø - Ejerlejlighed på 119 m² - Boligsiden",D,25,25,300000,50378,,2,4,5749,1921,,3-2,,1,fjernvarme/blokvarme,,,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/trankaergaardsvej-52-8310-tranbjerg-j-07518751__52_______?udbud=395790da-e68b-4b65-9471-8c207af6f8b9
",3.199.000 kr.," Trankærgårdsvej 52, Tranbjerg J - Villa på 109 m² - Boligsiden",C,25,25,160000,28310,506,,5,2518,1996,,1-,,1,fjernvarme/blokvarme,,113,,Betontagsten,,,,,,,
"https://www.boligsiden.dk/adresse/lyngager-5-2670-greve-02534862___5_______?udbud=babd0331-8350-401b-a12f-4dd724342ccc
",4.295.000 kr.," Lyngager 5, Greve - Villa på 163 m² - Boligsiden",D,25,25,215000,25952,750,,5,3588,1979,,1-,,2,elvarme,,165.5,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/soender-havsig-41-9370-hals-08512149__41_______?udbud=f26e7779-5f7c-40bf-b3d7-6b5e267894fc
",1.795.000 kr.," Sønder Havsig 41, Hou, Hals - Fritidsbolig på 96 m² - Boligsiden",,144,25,90000,17095,1251,,4,1047,1973,2011,1-,,1,elvarme,,105,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/hinbjerg-58-2690-karlslunde-02532906__58_______?udbud=12cf7314-728f-4823-8539-1524043a94ed
",4.195.000 kr.," Hinbjerg 58, Karlslunde - Villa på 117 m² - Boligsiden",D,25,25,210000,28586,700,,3,3785,1968,,1-,,2,centralvarme med én fyringsenhed,,146.75,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/klintekongevej-27a-2730-herlev-01634825_27a_______?udbud=28cdaa48-1fbc-4b92-937f-164699db51fe
",3.895.000 kr.," Klintekongevej 27A, Herlev - Rækkehus på 117 m² - Boligsiden",E,25,25,195000,33291,1116,,5,3065,1943,1985,1-,,2,centralvarme med én fyringsenhed,,,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/daemningen-13-5672-broby-04300267__13_______?udbud=f08180f3-052d-4f15-b81d-4d9c22fc10be
",1.195.000 kr.," Dæmningen 13, Nr Broby, Broby - Villa på 156 m² - Boligsiden",D,25,25,60000,7298,716,,4,1305,1967,1973,1-,,2,fjernvarme/blokvarme,,163.75,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/skolehaven-2-4070-kirke-hyllinge-03500958___2_______?udbud=30b96515-5e54-4147-9128-d2a663841fc7
",1.245.000 kr.," Skolehaven 2, Lyndby, Kirke Hyllinge - Helårsgrund på 667 m² - Boligsiden",,25,25,65000,1867,667,,,1693,,,,,,,,,,,,,,,,,
"https://www.boligsiden.dk/adresse/skolehaven-8-4070-kirke-hyllinge-03500958___8_______?udbud=83192b2d-0f90-454b-baea-0cad9959fbbb
",1.295.000 kr.," Skolehaven 8, Lyndby, Kirke Hyllinge - Helårsgrund på 667 m² - Boligsiden",,25,25,65000,1942,667,,,1693,,,,,,,,,,,,,,,,,
"https://www.boligsiden.dk/adresse/soesterhoejvej-54-8270-hoejbjerg-07518302__54_______?udbud=1ec4d921-1f31-454c-beb1-8dd2154cc9f7
",8.300.000 kr.," Søsterhøjvej 54, Højbjerg - Villa på 200 m² - Boligsiden",C,25,25,415000,41028,992,,6,5383,1980,2019,1-,,3,fjernvarme/blokvarme,,202.3,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/maanebakken-9-4400-kalundborg-03261207___9_______?udbud=1d67711c-96f9-4e6e-a5a2-0b64a14a78a6
",1.895.000 kr.," Månebakken 9, Kalundborg - Villa på 138 m² - Boligsiden",D,25,25,95000,10795,1052,,5,1800,1972,,1-,,1,fjernvarme/blokvarme,,175.55,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/valloeby-bygade-12c-4600-koege-03360814_12c_______?udbud=79551d5c-dfe6-414d-b2fd-2b7d36e4d5ea
",1.795.000 kr.," Valløby Bygade 12C, Valløby, Køge - Ejerlejlighed på 161 m² - Boligsiden",C,25,25,90000,11149,,,5,2207,1935,,1-,,1,centralvarme med én fyringsenhed,,,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/enoe-kystvej-110-4736-karrebaeksminde-03700347_110_______?udbud=19781c0c-fc07-438f-87e2-095d7735f803
",2.995.000 kr.," Enø Kystvej 110, Karrebæksminde - Villa på 130 m² - Boligsiden",B,25,25,150000,23979,981,,5,3827,1995,,1-,,2,varmepumpe,,124.9,,Betontagsten,,,,,,,
"https://www.boligsiden.dk/adresse/alsgade-34-0-tv-6400-soenderborg-05400027__34_st__tv?udbud=5874eb5a-c8fe-4b58-8da0-601b0356fa6d
",1.295.000 kr.," Alsgade 34, st. tv., Sønderborg - Ejerlejlighed på 70 m² - Boligsiden",D,25,25,65000,18500,,0,3,2197,1941,,2-0,,1,fjernvarme/blokvarme,,,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/skovstien-10-9800-hjoerring-08603109__10_______?udbud=6940f909-83fc-4ba3-94ca-ba5293f994a0
",645.000 kr.," Skovstien 10, Astrup, Hjørring - Villa på 111 m² - Boligsiden",D,25,25,35000,5348,928,,5,1253,1975,,1-,,1,varmepumpe,,120.6,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/steen-billes-torv-8-2-8200-aarhus-n-07517861___8__2____?udbud=da43d866-be39-428e-85b2-ee05b8f4870c
",2.199.000 kr.," Steen Billes Torv 8, 2., Aarhus N - Andelsbolig på 132 m² - Boligsiden",C,25,25,,16659,306,2,5,9791,1929,,4-2,,1,fjernvarme/blokvarme,,,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/vestergade-42e-0-5700-svendborg-04798996_42e_st____?udbud=22bc5937-9a25-4bd3-8849-f4d69361222b
",795.000 kr.," Vestergade 42E, st., Svendborg - Ejerlejlighed på 84 m² - Boligsiden",E,235,25,40000,9464,,0,2,1620,1917,,2-0,,1,elvarme,,,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/mosetoften-5-3300-frederiksvaerk-02600944___5_______?udbud=f5e7dcd1-5e26-4334-93c0-23110f068105
",1.695.000 kr.," Mosetoften 5, Frederiksværk - Fritidsbolig på 43 m² - Boligsiden",,25,25,85000,38348,1216,,2,2091,2001,,1-,,1,elvarme,,44.2,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/colbjoernsensvej-15-4800-nykoebing-f-03760315__15_______?udbud=b1341839-25ab-4117-bf4f-eeeb125558f8
",1.475.000 kr.," Colbjørnsensvej 15, Nykøbing F - Villa på 84 m² - Boligsiden",C,25,25,75000,16471,294,,3,1426,1909,,1-,,2,fjernvarme/blokvarme,,89.55,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/kirkevej-24b-2920-charlottenlund-01570456_24b_______?udbud=758a99f4-0b89-4c03-bf5f-544db04dff29
",11.995.000 kr.," Kirkevej 24B, Charlottenlund - Villa på 146 m² - Boligsiden",C,25,25,600000,69536,330,,5,7408,1936,,1-,,2,centralvarme med én fyringsenhed,,172.5,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/fredensborg-kongevej-42-2980-kokkedal-02100195__42_______?udbud=2f7a8ccd-18c8-4d80-813a-a2e36b37bcfa
",48.000.000 kr.," Fredensborg Kongevej 42, Kokkedal - Landejendom på 375 m² - Boligsiden",A2015,293,25,25000,641711,40946,,9,11780,2019,,1-,,3,varmepumpe,,510,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/fejoevej-23-8585-glesborg-07070262__23_______?udbud=6f36eced-8b62-4833-b1b4-84c8f0824163
",1.195.000 kr.," Fejøvej 23, Bønnerup Strand, Glesborg - Fritidsbolig på 75 m² - Boligsiden",,25,25,60000,15672,1200,,4,1382,1972,,1-,,,elvarme,,76.25,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/rasmus-jensens-vej-54-9370-hals-08511734__54_______?udbud=d9cd7b02-5765-49dc-a055-dc2efda51c31
",1.225.000 kr.," Rasmus Jensens Vej 54, Hou, Hals - Fritidsbolig på 90 m² - Boligsiden",,25,25,65000,12405,1537,,3,993,1973,2001,1-,,1,varmepumpe,,98.75,,Metal,,,,,,,
"https://www.boligsiden.dk/adresse/karlsvej-211-4736-karrebaeksminde-03700785_211_______?udbud=ade446af-3b5d-4622-9253-7213fa6c2067
",1.395.000 kr.," Karlsvej 211, Karrebæk, Karrebæksminde - Fritidsbolig på 63 m² - Boligsiden",,25,25,70000,21136,705,,2,1995,1974,1998,1-,,1,elvarme,,66,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/solbakkevej-1-8700-horsens-06157396___1_______?udbud=21427ad9-c964-4c7a-80a1-1ef745bee27c
",4.995.000 kr.," Solbakkevej 1, Horsens - Villa på 164 m² - Boligsiden",D,25,25,250000,29400,669,,6,2458,1960,1965,1-,,2,fjernvarme/blokvarme,,169.9,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/vestre-noerremarksvej-23-5762-vester-skerninge-04790597__23_______?udbud=cf59332a-0d7a-4584-a9e3-7a28d67d3565
",2.295.000 kr.," Vestre Nørremarksvej 23, Vester Skerninge - Landejendom på 187 m² - Boligsiden",G,25,25,115000,10669,75389,,6,2526,1910,1999,1-,,2,centralvarme med én fyringsenhed,,215.1,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/soegaardparken-18-7250-hejnsvig-05300630__18_______?udbud=9e9baa27-fe08-4a1e-9ff4-4b54fc4e701e
",2.195.000 kr.," Søgårdparken 18, Hejnsvig - Villa på 169 m² - Boligsiden",C,25,25,110000,12311,1029,,5,1452,2000,,1-,,2,fjernvarme/blokvarme,,178.3,,Betontagsten,,,,,,,
"https://www.boligsiden.dk/adresse/heilmannsvej-47-4230-skaelskoer-03300647__47_______?udbud=62ebfc4e-def6-41fe-ad63-a4e8b76f9772
",1.295.000 kr.," Heilmannsvej 47, Skælskør - Villa på 133 m² - Boligsiden",E,25,25,65000,7531,824,,4,1875,1942,1973,1-,,2,centralvarme med én fyringsenhed,,171.95,,Fibercement uden asbest,,,,,,,
"https://www.boligsiden.dk/adresse/nyborgvej-104-0-5000-odense-c-04615814_104_st____?udbud=dc04e286-39fc-456b-bbe0-8a4f43c9881c
",1.195.000 kr.," Nyborgvej 104, st., Odense C - Ejerlejlighed på 67 m² - Boligsiden",E,410,25,60000,17836,,0,2,2509,1929,,2-0,,1,fjernvarme/blokvarme,,,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/harevaenget-51-4733-tappernoeje-03700586__51_______?udbud=6340762e-b275-441c-92c8-76603f38d4d9
",1.745.000 kr.," Harevænget 51, Brøderup, Tappernøje - Villa på 188 m² - Boligsiden",B,25,25,90000,9252,912,,4,1906,1986,,1-,,2,centralvarme med én fyringsenhed,,188.6,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/naestvedvej-35-4720-praestoe-03901164__35_______?udbud=0ab20565-db1b-49ee-a382-31a456242ee6
",1.395.000 kr.," Næstvedvej 35, Bårse, Præstø - Villa på 123 m² - Boligsiden",E,365,25,70000,8318,1381,,5,1966,1955,,1-,,2,centralvarme med én fyringsenhed,,167.7,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/glentevej-9-5800-nyborg-04500291___9_______?udbud=4fac540f-b267-40aa-9fe8-81ccf68b124e
",5.495.000 kr.," Glentevej 9, Nordenhuse, Nyborg - Fritidsbolig på 66 m² - Boligsiden",,25,25,275000,87640,565,,3,4100,1930,,1-,,1,elvarme,,62.7,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/hammeren-35-7900-nykoebing-m-07732900__35_______?udbud=6d88d09e-3377-426c-a523-a7203a9b4853
",4.295.000 kr.," Hammeren 35, Nykøbing M - Villa på 134 m² - Boligsiden",E,25,25,215000,24993,788,,5,2238,1976,,1-,,2,centralvarme med én fyringsenhed,,171.85,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/olafsvej-9-7080-boerkop-06301795___9_______?udbud=1cb7a009-3181-491b-8673-c53bb1fb4a2e
",2.695.000 kr.," Olafsvej 9, Børkop - Villa på 210 m² - Boligsiden",C,399,25,135000,12462,1105,,7,2396,1977,2002,1-,,2,fjernvarme/blokvarme,,216.25,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/baekkehusvej-19-4300-holbaek-03160233__19_______?udbud=2f24ec02-6470-4881-877b-acf08cd3db6e
",2.195.000 kr.," Bækkehusvej 19, Kisserup, Holbæk - Fritidsbolig på 162 m² - Boligsiden",,444,25,110000,13368,3491,,4,1545,1962,1996,1-,,2,centralvarme med én fyringsenhed,,164.2,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/landtingvej-12-7830-vinderup-06610599__12_______?udbud=fa95919e-a4e7-466a-a49c-c3b74e75dbfc
",475.000 kr.," Landtingvej 12, Ejsing, Vinderup - Villa på 100 m² - Boligsiden",D,25,25,25000,3676,690,,3,1050,1940,1994,1-,,1,fjernvarme/blokvarme,,129.2,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/birkestien-129-7190-billund-05300795_129_______?udbud=7abd970a-b94b-43b6-b998-91fe4d6fa70d
",2.065.000 kr.," Birkestien 129, Billund - Fritidsbolig på 82 m² - Boligsiden",,25,25,105000,24820,327,,4,3559,2008,,1-,,1,fjernvarme/blokvarme,,83.2,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/laerkevej-15-8585-glesborg-07070663__15_______?udbud=ad7fbc1f-9d78-40a9-b8aa-ca22b897bf54
",895.000 kr.," Lærkevej 15, Fjellerup Strand, Glesborg - Fritidsbolig på 69 m² - Boligsiden",,25,25,45000,12095,800,,4,1189,1966,1969,1-,,1,elvarme,,74,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/toftevej-3e-3060-espergaerde-02178944__3e_______?udbud=9332e376-b548-4e29-9231-151a3f03d453
",6.500.000 kr.," Toftevej 3E, Espergærde - Ejerlejlighed på 187 m² - Boligsiden",E,25,25,25000,34759,,,5,6913,1900,1984,3-,,2,centralvarme med én fyringsenhed,,,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/hvidtjoernevej-16-8870-langaa-07100437__16_______?udbud=73d39ab0-08cb-442b-8e92-a2caaaf4f925
",2.295.000 kr.," Hvidtjørnevej 16, Laurbjerg, Langå - Villa på 141 m² - Boligsiden",C,25,25,115000,15275,773,,5,1597,1997,,1-,,2,fjernvarme/blokvarme,,150.25,,Betontagsten,,,,,,,
"https://www.boligsiden.dk/adresse/almevej-16-2900-hellerup-01570011__16_______?udbud=9084a594-83e7-44e7-af3c-207726ea21b7
",26.500.000 kr.," Almevej 16, Hellerup - Villa på 220 m² - Boligsiden",C,25,25,1325000,113030,1052,,6,13925,1922,1997,1-,,2,fjernvarme/blokvarme,,234.45,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/strandsvinget-20-3630-jaegerspris-02501206__20_______?udbud=2d7347ff-68e2-4879-848f-0c305b756711
",1.250.000 kr.," Strandsvinget 20, Jægerspris - Fritidsbolig på 73 m² - Boligsiden",,25,25,65000,16545,1280,,4,1561,1966,1989,1-,,1,varmepumpe,,75.55,,Metal,,,,,,,
"https://www.boligsiden.dk/adresse/edelsborgvej-5-8660-skanderborg-07460197___5_______?udbud=41175891-8a5f-413d-9d38-dac771ea21e5
",2.098.000 kr.," Edelsborgvej 5, Skanderborg - Rækkehus på 95 m² - Boligsiden",B,198,25,105000,21386,394,,4,2000,1986,,1-,,1,fjernvarme/blokvarme,,98.1,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/thyrasvej-5-4100-ringsted-03298252___5_______?udbud=f7484f20-3456-4238-a957-051c76593926
",3.195.000 kr.," Thyrasvej 5, Ringsted - Villa på 106 m² - Boligsiden",D,25,25,160000,29231,709,,3,2391,1963,,1-,,1,fjernvarme/blokvarme,,109.3,,Tagpap med lille hældning,,,,,,,
"https://www.boligsiden.dk/adresse/vesterleds-alle-37-2605-broendby-01530776__37_______?udbud=c178d4fd-66de-462c-b5c3-35c158757ade
",6.295.000 kr.," Vesterleds Allé 37, Brøndby - Villa på 150 m² - Boligsiden",A2015,189,25,315000,40744,1000,,5,3914,2019,,1-,,2,centralvarme med én fyringsenhed,,154.5,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/lillegade-19-8950-oersted-07070615__19_______?udbud=1eba527f-727b-4d9b-8ae6-efc2e1836b47
",850.000 kr.," Lillegade 19, Ørsted - Villa på 130 m² - Boligsiden",C,25,25,45000,5794,375,,5,1236,1890,1980,1-,,1,fjernvarme/blokvarme,,146.7,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/thorsagervej-38-3230-graested-02701791__38_______?udbud=74e8e8c1-5499-459c-ab22-da7264328284
",2.795.000 kr.," Thorsagervej 38, Udsholt, Græsted - Fritidsbolig på 124 m² - Boligsiden",,25,25,140000,21785,1230,,5,2367,1970,,1-,,1,centralvarme med én fyringsenhed,,128.3,,Tagpap med lille hældning,,,,,,,
"https://www.boligsiden.dk/adresse/ellundvej-54-6330-padborg-05800321__54_______?udbud=a43a6735-e3ba-41aa-9a99-ea4bcf3b79b3
",1.995.000 kr.," Ellundvej 54, Bov, Padborg - Villa på 184 m² - Boligsiden",C,25,25,100000,10189,909,,6,1575,1977,2000,1-,,2,fjernvarme/blokvarme,,195.8,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/richard-mortensens-vej-77-8-p1-2300-koebenhavn-s-01015833__77__8__p1?udbud=d34e1cfd-15bc-4490-9fa1-63c181db24a8
",5.495.000 kr.," Richard Mortensens Vej 77, 8. p1., København S - Ejerlejlighed på 124 m² - Boligsiden",B,25,25,275000,44315,,8,3,5773,2010,,11-8,,1,fjernvarme/blokvarme,,,,Andet materiale,,,,,,,
"https://www.boligsiden.dk/adresse/tjoernevej-6-4520-svinninge-03161680___6_______?udbud=cf79d9e5-f634-4b9a-b935-3ae2066e4972
",1.695.000 kr.," Tjørnevej 6, Svinninge - Villa på 160 m² - Boligsiden",D,25,25,85000,8041,875,,5,2049,1968,1976,1-,,2,centralvarme med én fyringsenhed,,210.8,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/kongefolden-79-8660-skanderborg-07460558__79_______?udbud=378bdd7a-5f3d-4908-8923-c07cdf607cf2
",2.598.000 kr.," Kongefolden 79, Skanderborg Bakker, Skanderborg - Rækkehus på 98 m² - Boligsiden",B,25,25,130000,26176,103,,4,2399,2007,,2-,,1,fjernvarme/blokvarme,,99.25,,Tagpap med lille hældning,,,,,,,
"https://www.boligsiden.dk/adresse/polensgade-20-3-th-2300-koebenhavn-s-01015548__20__3__th?udbud=092103ce-5d73-4417-afeb-9edf5943230a
",2.495.000 kr.," Polensgade 20, 3. th., København S - Ejerlejlighed på 49 m² - Boligsiden",C,25,25,125000,50918,,3,2,3479,1916,,5-3,,1,fjernvarme/blokvarme,,,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/vimmelskaftet-16-4791-borre-03901953__16_______?udbud=53268d44-e6df-4c53-855d-2893542fbe12
",745.000 kr.," Vimmelskaftet 16, Magleby, Borre - Rækkehus på 84 m² - Boligsiden",D,25,25,40000,8643,1042,,2,1147,1875,1973,1-,,1,varmepumpe,,86.2,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/soelleroed-park-19-1-22-2840-holte-02300623__19__1__22?udbud=fdb24d22-85fe-40bf-a77b-514eb766bed3
",2.445.000 kr.," Søllerød Park 19, 1. 22., Holte - Ejerlejlighed på 91 m² - Boligsiden",C,25,25,125000,26868,,1,3,4245,1956,,2-1,,1,fjernvarme/blokvarme,,,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/laksevej-6-8870-langaa-07301167___6_______?udbud=3866b224-8ff5-4d6e-ac63-7b563a627449
",995.000 kr.," Laksevej 6, Væth, Langå - Villa på 110 m² - Boligsiden",C,25,25,50000,8011,900,,4,1171,1962,,1-,,1,varmepumpe,,124.2,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/sophus-bauditz-vej-3-2920-charlottenlund-01570776___3_______?udbud=cf930778-ba25-49e9-9d03-47eee597df05
",13.995.000 kr.," Sophus Bauditz Vej 3, Charlottenlund - Villa på 140 m² - Boligsiden",G,202,25,700000,82203,521,,5,7211,1907,,1-,,2,centralvarme med én fyringsenhed,,170.25,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/moelleskoven-46-9260-gistrup-08515650__46_______?udbud=9b2d7df8-f177-422c-814d-a2a50ce1ae8b
",6.850.000 kr.," Mølleskoven 46, Gistrup - Villa på 241 m² - Boligsiden",E,269,25,345000,26443,5925,,6,4691,1960,1991,1-,,2,centralvarme med én fyringsenhed,,259.05,,Fibercement uden asbest,,,,,,,
"https://www.boligsiden.dk/adresse/baekkedal-4-9210-aalborg-soe-08510954___4_______?udbud=bf8622c2-5446-4c37-96b2-c5aa6fe2ab74
",2.249.000 kr.," Bækkedal 4, Aalborg SØ - Villa på 86 m² - Boligsiden",C,25,25,115000,24079,289,,4,1574,1944,1984,1-,,1,fjernvarme/blokvarme,,93.4,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/frejavej-3-2740-skovlunde-01512006___3_______?udbud=55b2d961-8e25-435c-ae89-851a1c2346d1
",1.295.000 kr.," Frejavej 3, Skovlunde - Fritidsbolig på 47 m² - Boligsiden",,25,25,65000,26429,450,,3,1369,1998,,1-,,1,varmepumpe,,49,,Fibercement uden asbest,,,,,,,
"https://www.boligsiden.dk/adresse/sofienbergvej-32-5800-nyborg-04500907__32_______?udbud=84e2e72c-46c6-403f-847a-1e45dec2d661
",2.895.000 kr.," Sofienbergvej 32, Pilshuse, Nyborg - Villa på 144 m² - Boligsiden",C,25,25,145000,19198,802,,5,1949,2001,,1-,,2,fjernvarme/blokvarme,,150.8,,Betontagsten,,,,,,,
